.
Athens (al002)
Day's Gap (al001)
Decatur (al004)
Fort Blakely (al006)
Mobile Bay (al003)
Selma (al007)
Spanish Fort (al005)
Arkansas Post (ar006)
"Bayou Fourche

(ar010a)"
Cane Hill (ar004)
Chalk Bluff (ar007)
Devil's Backbone(ar009)
Elkin's Ferry (ar012)
Helena (ar008)
Hill's Plantation(ar003)
Jenkins' Ferry(ar016)
Marks' Mills (ar015)
Old River Lake(ar017)
Pea Ridge (ar001)
Pine Bluff (ar011)
Poison Spring (ar014)
Prairie D'Ane (ar013)
Prairie Grove (ar005)
Saint Charles (ar002)
"

Sand Creek (co001)"
"

Fort Stevens (dc001)"
"

Fort Brooke (fl004)"
"

Natural Bridge

(fl006)"
"

Olustee (fl005)"
"

Saint John's Bluff

(fl003)"
"

Santa Rosa Island

(fl001)"
"

Tampa (fl002)"
"

Adairsville (ga009)"
"

Allatoona (ga023)"
"

Atlanta (ga017)"
"

Buck Head Creek

(ga026)"
"

Chickamauga (ga004)"
"

Dallas (ga011)"
"

Dalton I (ga006)"
"

Dalton II (ga020)"
"

Davis' Cross-Roads

(ga003)"
"

Ezra Church (ga018)"
"

Fort McAllister

I (ga002)"
"

Fort McAllister

II (ga028)"
"

Fort Pulaski (ga001)"
"

Griswoldville (ga025)"
"

Jonesborough (ga022)"
"

Kennesaw Mountain

(ga015)"
"

Kolb's Farm (ga014)"
"

Lovejoy's Station

(ga021)"
"

Marietta [Operations]

(ga013)"
"

New Hope Church

(ga010)"
"

Peachtree Creek

(ga016)"
"

Pickett's Mill

(ga012)"
"

Resaca (ga008)"
"

Ringgold Gap (ga005)"
"

Rocky Face Ridge

(ga007)"
"

Utoy Creek (ga019)"
"

Waynesborough (ga027)"
"

Bear River (id001)"
"

Corydon (in001)"
"

Baxter Springs

(ks002)"
"

Lawrence (ks001)"
"

Marais des Cygnes

(ks004)"
"

Mine Creek (ks003)"
"

Barbourville (ky001)"
"

Camp Wild Cat (ky002)"
"

Cynthiana (ky011)"
"

Ivy Mountain (ky003)"
"

Middle Creek (ky005)"
"

Mill Springs (ky006)"
"

Munfordville (ky008)"
"

Paducah (ky010)"
"

Perryville (ky009)"
"

Richmond (ky007)"
"

Rowlett's Station

(ky004)"
"

Baton Rouge (la003)"
"

Blair's Landing

(la020)"
"

Donaldsonville

(la004)"
"

Donaldsonville

(la013)"
"

Fort Bisland (la006)"
"

Fort De Russy (la017)"
"

Forts Jackson &

St. Phillip (la001)"
"

Georgia Landing

(la005)"
"

Goodrich's Landing

(la014)"
"

Irish Bend (la007)"
"

Kock's Plantation

(la015)"
"

LaFourche Crossing

(la012)"
"

Mansfield (la018)"
"

Mansura (la022)"
"

Milliken's Bend

(la011)"
"

Monett's Ferry

(la021)"
"

New Orleans (la002)"
"

Plains Store (la009)"
"

Pleasant Hill (la019)"
"

Port Hudson (la010)"
"

Stirling's Plantation

(la016)"
"

Vermillion Bayou

(la008)"
"

Yellow Bayou (la023)"
"

Antietam (md003)"
"

Boonsboro (md006)"
"

Folck's Mill (md008)"
"

Hancock (md001)"
"

Monocacy (md007)"
"

South Mountain

(md002)"
"

Williamsport (md004)"
"

Fort Ridgely (mn001)"
"

Wood Lake (mn002)"
"

Big Black River

Bridge (ms010)"
"

Brice's Cross Roads

(ms014)"
"

Champion Hill (ms009)"
"

Chickasaw Bayou

(ms003)"
"

Corinth (ms002)"
"

Corinth (ms016)"
"

Grand Gulf (ms004)"
"

Iuka (ms001)"
"

Jackson (ms008)"
"

Meridian (ms012)"
"

Okolona (ms013)"
"

Port Gibson (ms006)"
"

Raymond (ms007)"
"

Snyder's Bluff

(ms005)"
"

Tupelo (ms015)"
"

Vicksburg (ms011)"
"

Belmont (mo009)"
"

Booneville (mo001)"
